toy_name,colection,price,discount,age,pieces,calification,llavero,original,adult
Groot Venomizado,Marvel,1299.0,0,10,630,4.5,False,False,False
Motos de Viuda Negra y el Capitán América,Marvel,399.0,0,6,130,4.6,False,False,False
Batalla Final de Endgame,Marvel,2599.0,30,10,794,4.6,False,False,False
Black Panther,Marvel,8699.0,40,18,2961,3.8,False,False,True
Armadura Robótica de Rocket,Marvel,349.0,0,6,98,4.2,False,False,False
Base Móvil del Equipo Spidey,Marvel,1299.0,0,4,187,5.0,False,False,False
Spidey vs. Duende Verde,Marvel,499.0,0,4,84,,False,False,False
Hoopty,Marvel,2299.0,0,8,420,2.7,False,False,False
Llavero de Groot,Marvel,149.0,0,6,1,,True,False,False
Figura para Construir: Lobezno,Marvel,829.0,0,8,327,4.6,False,False,False
Figura para Construir: Capitán América,Marvel,829.0,0,8,310,4.8,False,False,False
Garras de Adamantium de Wolverine,Marvel,1799.0,0,18,596,4.3,False,False,True
Llavero de Black Panther,Marvel,149.0,30,6,1,5.0,True,False,False
Llavero de Iron Man,Marvel,149.0,0,6,1,,True,False,False
Casco de Star-Lord,Marvel,1999.0,0,18,602,4.5,False,False,True
Venom,Marvel,1799.0,0,18,565,4.2,False,False,True
Figura de Iron Man,Marvel,1099.0,0,9,381,4.7,False,False,False
Coche de Spider-Man y Doc Ock,Marvel,259.0,0,4,48,5.0,False,False,False
LEGO® Minifigures Marvel: 2ª Edición,Marvel,129.0,30,5,10,2.2,False,False,False
Sala del Trono del Rey Namor,Marvel,799.0,0,7,355,4.0,False,False,False
Miles Morales vs. Morbius,Marvel,599.0,0,7,220,4.9,False,False,False
Figura para Construir: Ant-Man,Marvel,849.0,0,8,289,4.7,False,False,False
Ataque sobre Nuevo Asgard,Marvel,529.0,30,7,159,5.0,False,False,False
Llavero de Carnage,Marvel,149.0,30,6,1,5.0,True,False,False
Cuartel General Arácnido de Spider-Man,Marvel,1299.0,0,4,155,5.0,False,False,False
Black Panther: Guerra en las Aguas,Marvel,2299.0,30,8,545,3.6,False,False,False
Iron Spider-Man,Marvel,249.0,0,10,91,,False,False,False
Llavero de la Capitana Marvel,Marvel,149.0,20,6,1,4.0,True,False,False
Camiones de Combate de Hulk y Rino,Marvel,529.0,0,4,110,4.8,False,False,False
Hulkbuster de Iron Man vs. Thanos,Marvel,679.0,0,4,66,4.3,False,False,False
Sunbird de Shuri,Marvel,1299.0,30,8,355,4.0,False,False,False
Laboratorio de Shuri,Marvel,259.0,0,4,58,4.6,False,False,False
Nave de los Guardianes,Marvel,3999.0,30,14,1901,4.8,False,False,True
Nave de los Nuevos Guardianes,Marvel,2599.0,20,10,1108,4.6,False,False,False
Miles Morales: Tecnotrike de Spider-Man,Marvel,259.0,30,4,59,4.8,False,False,False
Barco Caprino,Marvel,1499.0,30,8,564,4.7,False,False,False
Llavero de Spider-Ham,Marvel,149.0,30,6,1,4.3,True,False,False
La Batalla en la Oscuridad Profunda,Minecraft®,1599.0,0,8,584,4.8,False,False,False
La Fortificación-Espada,Minecraft®,1099.0,0,8,427,4.9,False,False,False
La Cabaña-Abeja,Minecraft®,599.0,0,8,254,5.0,False,False,False
La Armería,Minecraft®,469.0,0,7,203,5.0,False,False,False
El Santuario de Animales,Minecraft®,469.0,0,7,206,,False,False,False
El Pueblo-Llama,Minecraft®,3499.0,0,9,1252,4.4,False,False,False
La Mina Abandonada,Minecraft®,469.0,0,7,248,4.9,False,False,False
La Casa-Ajolote,Minecraft®,679.0,0,7,242,4.6,False,False,False
La Aventura en el Pantano,Minecraft®,259.0,0,7,65,5.0,False,False,False
La Fortaleza del Gólem de Hierro,Minecraft®,2799.0,30,9,868,4.9,False,False,False
El Refugio-Zorro,Minecraft®,529.0,0,8,193,4.9,False,False,False
El Arrecife de Coral,Minecraft®,249.0,0,7,92,4.8,False,False,False
El Bastión del Nether,Minecraft®,999.0,0,8,300,4.8,False,False,False
La Casa-Champiñón,Minecraft®,529.0,0,8,272,4.9,False,False,False
El Portal en Ruinas,Minecraft®,749.0,0,8,316,4.5,False,False,False
La Aldea Abandonada,Minecraft®,1099.0,0,8,422,4.4,False,False,False
El Rancho-Conejo,Minecraft®,799.0,0,8,340,4.8,False,False,False
La Mazmorra del Esqueleto,Minecraft®,999.0,0,8,364,5.0,False,False,False
La Casa-Tortuga de la Playa,Minecraft®,679.0,0,8,234,,False,False,False
La Expedición de Steve al Desierto,Minecraft®,279.0,0,6,75,,False,False,False
El Combate en el End,Minecraft®,599.0,0,8,252,4.9,False,False,False
La Emboscada en el Portal del Nether,Minecraft®,949.0,0,8,352,,False,False,False
El Duelo contra el Devorador,Minecraft®,1149.0,0,8,420,,False,False,False
Llavero de Creeper™,Minecraft®,149.0,30,6,1,5.0,True,False,False
La Casa-Rana,Minecraft®,1399.0,0,8,400,,False,False,False
La Casa-Cerdo,Minecraft®,1299.0,0,8,490,4.5,False,False,False
La Pastelería,Minecraft®,649.0,0,8,154,4.5,False,False,False
Llavero de Steve,Minecraft®,149.0,30,6,1,,True,False,False
Caja Modular 4.0,Minecraft®,1999.0,30,8,605,5.0,False,False,False
El Refugio-Panda,Minecraft®,1299.0,0,8,553,4.9,False,False,False
La Granja-Calabaza,Minecraft®,999.0,30,8,257,4.9,False,False,False
El Castillo de Hielo,Minecraft®,1299.0,0,8,499,4.9,False,False,False
Zombi,Minecraft®,249.0,30,10,81,4.6,False,False,False
La Batalla contra el Guardián,Minecraft®,649.0,0,8,255,4.9,False,False,False
El Campo de Entrenamiento,Minecraft®,1999.0,0,8,534,4.8,False,False,False
Los Picos de Hielo,Minecraft®,849.0,0,8,304,4.8,False,False,False
Llavero de Piglin,Minecraft®,149.0,30,6,1,,True,False,False
El Granero Rojo,Minecraft®,2599.0,30,9,799,4.9,False,False,False
La Emboscada del Creeper™,Minecraft®,259.0,0,7,72,4.5,False,False,False
Llama,Minecraft®,249.0,30,10,100,4.9,False,False,False
Alex,Minecraft®,249.0,30,10,86,5.0,False,False,False
LEGO® Minifigures: 25ª Edición,Minifiguras,119.0,0,5,9,2.1,False,True,False
LEGO® Minifigures: 25ª Edición (paquete de 6),Minifiguras,714.0,0,5,52,1.0,False,True,False
Minifigura LEGO® Gigante,Minifiguras,1199.0,0,10,654,4.7,False,True,False
LEGO® Minifigures: 24ª Edición,Minifiguras,129.0,30,5,8,3.0,False,True,False
LEGO® Minifigures Marvel: 2ª Edición,Minifiguras,129.0,30,5,10,2.2,False,True,False
LEGO® Minifigures: Edición Disney 100,Minifiguras,129.0,30,5,8,3.4,False,True,False
LEGO® Minifigures: 24ª Edición (paquete de 6),Minifiguras,654.0,30,5,51,1.0,False,True,False
Llavero del Chico Bulldog Francés,Minifiguras,149.0,0,6,1,3.4,True,True,False
Llavero de la Chica Chile,Minifiguras,149.0,0,6,1,,True,True,False
Llavero de la Chica Mariquita,Minifiguras,149.0,20,6,1,5.0,True,True,False
5.º Aniversario de Megápolis,Monkie Kid™,4699.0,0,10,2330,,False,False,False
Meca-Dragón de Mei,Monkie Kid™,2599.0,0,9,990,,False,False,False
Meca Ultra de Monkey King,Monkie Kid™,3999.0,0,10,1705,4.5,False,False,False
Meca Combinado de Monkie Kid,Monkie Kid™,529.0,0,7,277,4.8,False,False,False
Dragón Guardián de Mei,Monkie Kid™,1899.0,0,9,605,5.0,False,False,False
Reinos Celestiales,Monkie Kid™,4599.0,30,10,2433,4.7,False,False,False
Reactor-Dragón de Mei,Monkie Kid™,529.0,0,7,246,5.0,False,False,False
Minimeca de Monkie Kid,Monkie Kid™,1399.0,0,8,556,,False,False,False
Vehículos Creativos,Monkie Kid™,869.0,0,6,390,,False,False,False
Ciudad de los Faroles,Monkie Kid™,3999.0,0,9,2187,4.7,False,False,False
Anillo de Fuego de Nezha,Monkie Kid™,2599.0,30,8,929,4.6,False,False,False
Meca de Evil Macaque,Monkie Kid™,2299.0,30,8,893,4.3,False,False,False
El Poderoso Azure Lion,Monkie Kid™,1999.0,0,9,789,5.0,False,False,False
Palacio del Dragón del Este,Monkie Kid™,4699.0,0,10,2364,5.0,False,False,False
Bastón Creativo de Monkie Kid,Monkie Kid™,899.0,33,5,309,5.0,False,False,False
Dragón del Este,Monkie Kid™,2099.0,30,8,880,4.8,False,False,False
Fábrica de Pasteles de Luna de Chang’e,Monkie Kid™,1799.0,30,8,609,4.3,False,False,False
Guarida del Equipo de Monkie Kid,Monkie Kid™,3699.0,0,9,1582,4.9,False,False,False
Dirigible-Nube de Monkie Kid,Monkie Kid™,1299.0,0,7,540,5.0,False,False,False
Reactor-Nube de Monkie Kid,Monkie Kid™,1499.0,30,8,529,4.3,False,False,False
Yellow Tusk Elephant,Monkie Kid™,1999.0,0,8,844,4.0,False,False,False
Tanque-Toro de Hierro,Monkie Kid™,1299.0,0,7,430,4.5,False,False,False
Furgoneta del Equipo de Monkie Kid,Monkie Kid™,3499.0,30,9,1406,5.0,False,False,False
Explorador Galáctico de Monkie Kid,Monkie Kid™,3499.0,30,9,1356,5.0,False,False,False
Mercados de la Ciudad de NINJAGO®,NINJAGO®,9199.0,0,14,6163,4.4,False,True,True
Jardines de la Ciudad de NINJAGO®,NINJAGO®,8499.0,0,14,5686,4.7,False,True,True
Núcleos de Energía del Templo del Dragón,NINJAGO®,2399.0,0,8,1029,5.0,False,True,False
Kai Dragon Power: Tornado Spinjitzu,NINJAGO®,279.0,30,6,72,4.0,False,True,False
Pack de Combate: Meca de Jay,NINJAGO®,259.0,0,6,78,,False,True,False
Lloyd Dragon Power: Ciclón Spinjitzu,NINJAGO®,279.0,30,6,56,4.8,False,True,False
Meca Elemental del Fuego de Kai,NINJAGO®,759.0,0,7,322,3.7,False,True,False
Nya Dragon Power: Derrape Spinjitzu,NINJAGO®,279.0,30,6,57,3.3,False,True,False
Dragón Maestro Egalt,NINJAGO®,1799.0,0,8,532,4.3,False,True,False
Meca Elemental de la Tierra de Cole,NINJAGO®,499.0,0,7,235,,False,True,False
Barco de Asalto Ninja: Carrera Contra el Tiempo,NINJAGO®,3999.0,0,9,1739,4.6,False,True,False
Meca Elemental Tecno de Sora,NINJAGO®,499.0,0,7,209,,False,True,False
Sabueso Cazadragones de Imperium,NINJAGO®,499.0,0,6,198,4.9,False,True,False
Ataque Rising Dragon de Kai,NINJAGO®,259.0,0,6,24,,False,True,False
Dragón de Agua EVO de Nya,NINJAGO®,499.0,0,6,173,4.9,False,True,False
Dragón de Lava Transformable de Heatwave,NINJAGO®,1399.0,0,8,479,5.0,False,True,False
Todoterreno del Dragón de Cole,NINJAGO®,1199.0,30,8,384,5.0,False,True,False
Moto de Carreras Transformable en Meca de Sora,NINJAGO®,1199.0,0,8,384,4.9,False,True,False
Zane Dragon Power: Deportivo de Competición Spinjitzu,NINJAGO®,869.0,0,7,307,5.0,False,True,False
Meca de Combate de Arin,NINJAGO®,399.0,0,4,104,,False,True,False
Ataque Rising Dragon de Arin,NINJAGO®,259.0,0,6,27,,False,True,False
Meca Ninja Ultra Combo,NINJAGO®,2399.0,30,9,1104,5.0,False,True,False
Ataque Rising Dragon de Nya,NINJAGO®,259.0,0,6,26,,False,True,False
Meca de Combate Ninja EVO de Lloyd,NINJAGO®,499.0,20,6,223,4.7,False,True,False
Dragón Elemental vs. Meca de la Emperatriz,NINJAGO®,3399.0,0,9,1038,5.0,False,True,False
Mecas del Equipo Ninja de Lloyd y Arin,NINJAGO®,1999.0,0,9,764,4.9,False,True,False
Criatura Dragón de Hielo de Zane,NINJAGO®,2599.0,0,10,973,5.0,False,True,False
Dragón Legendario de Lloyd,NINJAGO®,1799.0,30,8,747,4.9,False,True,False
Meca Titán de Jay,NINJAGO®,1999.0,0,9,794,4.9,False,True,False
Meca Samurái X de Nya,NINJAGO®,3199.0,30,10,1003,3.6,False,True,False
Templo del Rey Cristal,NINJAGO®,2099.0,30,8,703,4.3,False,True,False
Moto del Dragón Dorado de Jay,NINJAGO®,529.0,30,7,137,4.6,False,True,False
Ultradragón Dorado de Lloyd,NINJAGO®,3999.0,30,9,989,4.4,False,True,False
Dragón de Tierra EVO de Cole,NINJAGO®,849.0,0,7,285,4.8,False,True,False
Caja Ninja de Ladrillos Creativos,NINJAGO®,1499.0,0,5,530,4.5,False,True,False
Moto Callejera Ninja de Lloyd,NINJAGO®,259.0,0,4,64,4.0,False,True,False
Explorador del Dragón Dorado de Kai,NINJAGO®,2399.0,30,8,624,4.6,False,True,False
Deportivo EVO de Lloyd,NINJAGO®,799.0,30,6,279,4.8,False,True,False
Dragón del Trueno EVO de Jay,NINJAGO®,529.0,30,6,140,4.0,False,True,False
Batalla en Coche y Moto de Kai y Ras,NINJAGO®,499.0,0,4,103,4.9,False,True,False
Jet del Rayo EVO de Jay,NINJAGO®,259.0,0,6,146,4.8,False,True,False
Coche de Carreras Ninja EVO de Kai,NINJAGO®,259.0,0,6,94,4.8,False,True,False
Deportivo EVO de Jay y Nya,NINJAGO®,1299.0,0,7,536,4.9,False,True,False
Batalla por el Dragón Bebé de Nya y Arin,NINJAGO®,869.0,0,4,157,5.0,False,True,False
Moto-Meca EVO de Kai,NINJAGO®,1099.0,0,7,312,4.6,False,True,False
Rey Cristal,NINJAGO®,1999.0,30,9,722,4.8,False,True,False
Templo del Dragón Ninja,NINJAGO®,1099.0,30,4,161,3.5,False,True,False
Reactor del Dragón Dorado de Zane,NINJAGO®,799.0,30,7,258,4.9,False,True,False
Templo Dojo Ninja,NINJAGO®,2599.0,30,8,1394,4.7,False,True,False
Barco de Asalto Hidro,NINJAGO®,3699.0,30,9,1159,4.4,False,True,False
Dragón de Agua,NINJAGO®,1999.0,30,9,737,5.0,False,True,False
Meca de Última Generación EVO de Zane,NINJAGO®,259.0,30,6,95,4.7,False,True,False
Meca Ninja de Lloyd,NINJAGO®,259.0,30,4,57,4.7,False,True,False
Dragón del Fuego EVO de Kai,NINJAGO®,799.0,30,6,204,4.0,False,True,False
Piano de Cola,Powered UP,9499.0,0,18,3662,5.0,False,True,True
Luz,Powered UP,259.0,0,7,1,4.4,False,True,False
Motor Lineal Mediano,Powered UP,449.0,0,7,1,2.5,False,True,False
Move Hub,Powered UP,1999.0,0,7,1,3.5,False,True,False
Sensor de Color y Distancia,Powered UP,329.0,0,7,1,5.0,False,True,False
Motor de Tren,Powered UP,329.0,0,7,7,4.2,False,True,False
Hub Grande,Powered UP,6299.0,0,6,2,3.0,False,True,False
Casa Encantada de la Feria,Powered UP,7299.0,0,18,3231,4.5,False,True,True
Control Remoto,Powered UP,599.0,0,7,1,3.0,False,True,False
Huida de Shadow the Hedgehog,Sonic the Hedgehog™,469.0,0,8,196,5.0,False,False,False
Robot Guardián de Knuckles,Sonic the Hedgehog™,869.0,0,8,276,,False,False,False
Llavero de Sonic the Hedgehog™,Sonic the Hedgehog™,149.0,0,6,1,5.0,True,False,False
Sonic the Hedgehog™ – Green Hill Zone,Sonic the Hedgehog™,1999.0,0,18,1125,4.6,False,False,True
Sonic the Hedgehog™,Sonic the Hedgehog™,249.0,0,10,139,5.0,False,False,False
Sonic vs. Robot Death Egg del Dr. Eggman,Sonic the Hedgehog™,1499.0,30,8,615,4.8,False,False,False
Taller y Avión Tornado de Tails,Sonic the Hedgehog™,999.0,0,6,376,4.9,False,False,False
Sonic: Desafío de la Esfera de Velocidad,Sonic the Hedgehog™,869.0,0,6,292,4.8,False,False,False
Sonic: Desafío del Looping de Green Hill Zone,Sonic the Hedgehog™,2599.0,0,8,802,4.6,False,False,False
Isla de Rescate de Animales de Amy,Sonic the Hedgehog™,1299.0,20,7,388,4.5,False,False,False
Miles “Tails” Prower,Sonic the Hedgehog™,249.0,0,10,131,5.0,False,False,False
Sonic the Hedgehog™: Knuckles y Shadow,Sonic the Hedgehog™,499.0,0,10,298,,False,False,False
Mercedes-AMG F1 W12 E Performance y Mercedes-AMG Project One,Speed Champions,799.0,0,9,564,4.3,False,False,False
Nissan Skyline GT-R (R34) de 2 Fast 2 Furious,Speed Champions,599.0,0,9,319,4.7,False,False,False
Ferrari 812 Competizione,Speed Champions,599.0,0,9,261,4.9,False,False,False
Porsche 963,Speed Champions,599.0,0,9,280,4.7,False,False,False
McLaren Solus GT y McLaren F1 LM,Speed Champions,849.0,0,9,581,4.0,False,False,False
Deportivo Ford Mustang Dark Horse,Speed Champions,679.0,0,9,344,,False,False,False
007 Aston Martin DB5,Speed Champions,529.0,0,8,298,4.5,False,False,False
1970 Ferrari 512 M,Speed Champions,529.0,0,8,291,4.9,False,False,False
Pagani Utopia,Speed Champions,599.0,0,9,249,4.8,False,False,False
Coches de Carreras BMW M4 GT3 y BMW M Hybrid V8,Speed Champions,1149.0,0,9,676,,False,False,False
Koenigsegg Jesko,Speed Champions,529.0,0,7,280,4.8,False,False,False
Coche de Carreras Audi S1 e-tron quattro,Speed Champions,679.0,0,9,274,,False,False,False
Lamborghini Countach,Speed Champions,529.0,0,8,262,4.9,False,False,False
Aston Martin Valkyrie AMR Pro y Aston Martin Vantage GT3,Speed Champions,1099.0,0,9,592,4.4,False,False,False
Lotus Evija,Speed Champions,529.0,0,8,247,4.8,False,False,False
Fast & Furious 1970 Dodge Charger R/T,Speed Champions,529.0,30,8,345,5.0,False,False,False
Toyota GR Supra,Speed Champions,529.0,0,7,299,4.0,False,False,False
Daily Bugle,Spider-Man,8699.0,0,18,3772,4.6,False,False,True
Batalla Final de Spider-Man,Spider-Man,2799.0,0,10,900,4.8,False,False,False
Llavero de Miles Morales,Spider-Man,149.0,0,6,1,5.0,True,False,False
Figura de Miles Morales,Spider-Man,649.0,30,8,238,4.5,False,False,False
Llavero de Spider-Man,Spider-Man,149.0,0,6,1,,True,False,False
Llavero de Carnage,Spider-Man,149.0,30,6,1,5.0,True,False,False
Figura de Spider-Man,Spider-Man,649.0,0,8,258,5.0,False,False,False
Camiones de Combate de Hulk y Rino,Spider-Man,529.0,0,4,110,4.8,False,False,False
Figura de Venom,Spider-Man,649.0,30,8,297,4.4,False,False,False
Armadura Robótica de Venom vs. Miles Morales,Spider-Man,349.0,0,6,134,,False,False,False
Spidey vs. Duende Verde,Spider-Man,499.0,0,4,84,,False,False,False
Cuartel General Arácnido del Equipo Spidey,Spider-Man,1399.0,0,4,193,,False,False,False
El Increíble Spider-Man,Spider-Man,4999.0,0,18,2099,5.0,False,False,True
Venom,Spider-Man,1799.0,0,18,565,4.2,False,False,True
Coche de Spider-Man y Doc Ock,Spider-Man,259.0,0,4,48,5.0,False,False,False
Cuartel General Arácnido de Spider-Man,Spider-Man,1299.0,0,4,155,5.0,False,False,False
Base Móvil del Equipo Spidey,Spider-Man,1299.0,0,4,187,5.0,False,False,False
Casa de Spider-Man,Spider-Man,529.0,0,2,25,4.9,False,False,False
Equipo Spidey en el Faro del Duende Verde,Spider-Man,849.0,20,4,149,5.0,False,False,False
Llavero de Spider-Ham,Spider-Man,149.0,30,6,1,4.3,True,False,False
Miles Morales: Tecnotrike de Spider-Man,Spider-Man,259.0,30,4,59,4.8,False,False,False
Crucero de Ataque Clase Venator de la República,Star Wars™,15499.0,0,18,5374,4.6,False,False,True
AT-AT™,Star Wars™,19999.0,0,18,6785,4.2,False,False,True
Millennium Falcon™,Star Wars™,19999.0,0,16,7541,4.5,False,False,True
The Razor Crest™,Star Wars™,14499.0,0,18,6187,4.0,False,False,True
Pack de Combate: Soldado Clon y Droide de Combate,Star Wars™,759.0,0,7,215,4.6,False,False,False
Diorama Festivo: Halcón Milenario,Star Wars™,699.0,30,8,282,4.6,False,False,False
Caza Estelar Ala-X,Star Wars™,5799.0,0,18,1953,3.1,False,False,True
Espíritu y Fantasma II,Star Wars™,3999.0,0,10,1394,4.6,False,False,False
Cañonera de la Guardia de Coruscant,Star Wars™,3699.0,0,9,1083,3.9,False,False,False
Microfighter: Caza Estelar N-1 de The Mandalorian,Star Wars™,399.0,0,6,88,4.6,False,False,False
Superdestructor Estelar Ejecutor,Star Wars™,1799.0,0,18,630,4.8,False,False,True
Pack de Combate: Soldados Clon de la 332 de Ahsoka,Star Wars™,499.0,0,6,108,4.0,False,False,False
R2-D2™,Star Wars™,5799.0,0,18,2314,4.4,False,False,True
Caza Estelar Jedi de Yoda,Star Wars™,869.0,0,8,253,4.5,False,False,False
Lanzadera Jedi T-6 de Ahsoka Tano,Star Wars™,1999.0,0,9,601,3.9,False,False,False
Héroes de la Batalla de Endor™,Star Wars™,999.0,40,10,549,5.0,False,False,False
Obi-Wan Kenobi™ y Darth Vader™,Star Wars™,499.0,0,10,260,4.6,False,False,False
Llavero de Soldado Explorador,Star Wars™,149.0,0,6,1,5.0,True,False,False
Speeder Terrestre de Luke Skywalker,Star Wars™,5799.0,0,18,1890,4.4,False,False,True
Meca de Soldado de Asalto,Star Wars™,399.0,0,6,138,4.9,False,False,False
Caminante AT-TE™,Star Wars™,3699.0,0,9,1082,4.5,False,False,False
Bombardero TIE,Star Wars™,1599.0,0,9,625,4.5,False,False,False
Halcón Milenario,Star Wars™,4099.0,0,9,1353,4.6,False,False,False
El Niño,Star Wars™,2299.0,0,10,1075,4.6,False,False,False
Diorama: Sala del Trono del Emperador,Star Wars™,2599.0,30,18,807,4.0,False,False,True
Casco de Darth Vader™,Star Wars™,1999.0,0,18,834,4.7,False,False,True
AT-AT™,Star Wars™,4099.0,0,10,1267,4.2,False,False,False
Meca de Darth Vader™,Star Wars™,399.0,0,6,139,4.6,False,False,False
Tanque Araña,Star Wars™,1299.0,0,9,526,4.6,False,False,False
The Crimson Firehawk™,Star Wars™,1299.0,0,4,136,1.0,False,False,False
Llavero de Ahsoka Tano™,Star Wars™,149.0,0,6,1,4.1,True,False,False
Cantina de Mos Eisley,Star Wars™,9499.0,0,18,3187,4.8,False,False,True
Transporte Inquisitorial Scythe™,Star Wars™,2599.0,30,9,924,4.4,False,False,False
Meca de Boba Fett™,Star Wars™,399.0,0,6,155,4.5,False,False,False
Diorama: Duelo de Speeders en Endor™,Star Wars™,1999.0,30,18,608,3.3,False,False,True
Caza Ala-X de Luke Skywalker,Star Wars™,1299.0,0,9,474,4.3,False,False,False
Caza Estelar Jedi de Obi-Wan Kenobi,Star Wars™,849.0,0,7,282,4.4,False,False,False
Caza Colmillo Mandaloriano vs. Interceptor TIE,Star Wars™,2599.0,0,9,957,4.3,False,False,False
Llavero de Stormtrooper™,Star Wars™,149.0,0,6,1,5.0,True,False,False
Nave Estelar de Boba Fett,Star Wars™,1299.0,0,9,593,4.4,False,False,False
Transporte de Cazarrecompensas de The Mandalorian™,Star Wars™,3699.0,0,10,1023,4.7,False,False,False
Caza TIE Imperial,Star Wars™,1099.0,0,8,432,4.7,False,False,False
Llavero del Mandaloriano,Star Wars™,149.0,0,6,1,5.0,True,False,False
Llavero de Darth Vader™,Star Wars™,149.0,0,6,1,,True,False,False
Bandido Tusken,Star Wars™,249.0,0,10,152,4.8,False,False,False
Microfighter: Nave Estelar de Boba Fett,Star Wars™,259.0,0,6,85,4.6,False,False,False
Pack de Combate: Soldados Clon de la 501,Star Wars™,529.0,0,6,119,4.5,False,False,False
Casco del Capitán Rex,Star Wars™,1799.0,0,18,854,4.9,False,False,True
Llavero de Grogu™,Star Wars™,149.0,0,6,1,4.5,True,False,False
Base Rebelde de Yavin 4,Star Wars™,4199.0,0,8,1066,3.9,False,False,False
The Justifier™,Star Wars™,4099.0,30,9,1022,4.7,False,False,False
Ala-E de la Nueva República vs. Caza Estelar de Shin Hati,Star Wars™,2799.0,0,9,1056,4.3,False,False,False
Chewbacca™,Star Wars™,4999.0,0,18,2319,4.9,False,False,True
Caza Estelar N-1 de The Mandalorian,Star Wars™,1599.0,0,9,412,3.8,False,False,False
Casco del Mandaloriano,Star Wars™,1799.0,0,18,584,4.9,False,False,True
Casco del Comandante Clon Cody,Star Wars™,1799.0,0,18,766,4.7,False,False,True
Obi-Wan Kenobi™ vs. Darth Vader™,Star Wars™,1299.0,0,8,408,3.3,False,False,False
LEGO® Star Wars™: Calendario de Adviento 2023,Star Wars™,1149.0,30,6,320,3.7,False,False,False
Ataque de los Soldados Oscuros,Star Wars™,799.0,30,8,166,4.5,False,False,False
Ahsoka Tano,Star Wars™,249.0,30,10,164,4.8,False,False,False
AT-ST™ de Hoth™,Star Wars™,1299.0,0,9,586,4.6,False,False,False
Casco de Luke Skywalker™ (Rojo Cinco),Star Wars™,1799.0,0,18,675,3.8,False,False,True
Tanque de Asalto de la República,Star Wars™,1099.0,0,7,262,4.4,False,False,False
BD-1™,Star Wars™,2599.0,0,14,1062,4.6,False,False,True
Templo Jedi de Tenoo,Star Wars™,999.0,20,4,124,3.8,False,False,False
Casco de la Princesa Leia (Boushh™),Star Wars™,1799.0,0,18,670,5.0,False,False,True
Caza Snub Pirata,Star Wars™,849.0,20,8,285,4.3,False,False,False
Llavero de Fennec Shand™,Star Wars™,149.0,0,6,1,,True,False,False
Cañonera de la República,Star Wars™,9499.0,0,18,3292,5.0,False,False,True
Diorama: Ataque a la Estrella de la Muerte,Star Wars™,1799.0,30,18,665,4.9,False,False,True
Casco de Soldado Oscuro,Star Wars™,1799.0,0,18,693,4.4,False,False,True
Sala del Trono de Boba Fett,Star Wars™,2599.0,30,9,732,5.0,False,False,False
Llavero de Yoda™,Star Wars™,119.0,0,6,1,4.7,True,False,False
Diorama: Compactador de Basura de la Estrella de la Muerte,Star Wars™,2399.0,0,18,802,4.0,False,False,True
Pack de Combate: Soldados de las Nieves,Star Wars™,529.0,0,6,105,4.3,False,False,False
Diorama: Entrenamiento Jedi™ en Dagobah™,Star Wars™,2299.0,0,18,1000,4.1,False,False,True
AT-ST™,Star Wars™,799.0,0,4,87,1.7,False,False,False
El Mandaloriano y el Niño,Star Wars™,499.0,0,10,295,4.7,False,False,False
Emboscada en Ferrix™,Star Wars™,1799.0,0,9,679,4.5,False,False,False
Ferrari Daytona SP3,Technic,10499.0,0,18,3778,4.1,False,True,True
Lamborghini Sián FKP 37,Technic,10499.0,0,18,3696,4.0,False,True,True
Coche de Carreras McLaren Formula 1™,Technic,4999.0,0,18,1434,4.5,False,True,True
Ford GT 2022,Technic,2999.0,0,18,1468,4.1,False,True,True
Porsche 911 RSR,Technic,4299.0,0,10,1580,4.5,False,True,False
PEUGEOT 9X8 24H Le Mans Hybrid Hypercar,Technic,4999.0,0,18,1775,4.8,False,True,True
BMW M 1000 RR,Technic,6199.0,0,18,1921,4.5,False,True,True
Lamborghini Huracán Tecnica,Technic,1299.0,0,9,806,4.6,False,True,False
Yamaha MT-10 SP,Technic,5799.0,0,18,1478,4.6,False,True,True
Ferrari 488 GTE “AF Corse #51”,Technic,4999.0,0,18,1684,4.4,False,True,True
Bugatti Bolide Agile Blue,Technic,1299.0,0,9,905,4.0,False,True,False
Ford Mustang Shelby® GT500®,Technic,1299.0,0,9,544,4.2,False,True,False
NEOM McLaren Extreme E Race Car,Technic,679.0,0,7,252,4.0,False,True,False
Grúa sobre Orugas Liebherr LR 13000,Technic,16999.0,30,18,2883,4.2,False,True,True
Bugatti Bolide,Technic,1299.0,0,9,905,4.4,False,True,False
Audi RS Q e-tron,Technic,4299.0,30,10,914,4.9,False,True,False
Formula E® Porsche 99X Electric,Technic,1299.0,0,9,422,5.0,False,True,False
Camión de Residuos Mack® LR Electric,Technic,829.0,0,8,503,4.5,False,True,False
John Deere 9700 Forage Harvester,Technic,999.0,0,9,559,,False,True,False
NASCAR® Next Gen Chevrolet Camaro ZL1,Technic,1299.0,0,9,672,4.8,False,True,False
Buldócer Pesado,Technic,349.0,0,7,195,,False,True,False
Buggy de Carreras Todoterreno,Technic,499.0,0,8,219,,False,True,False
Dom's Dodge Charger,Technic,2999.0,0,10,1077,4.4,False,True,False
NEOM McLaren Formula E Race Car,Technic,1299.0,0,9,452,,False,True,False
NASA Mars Rover Perseverance,Technic,2599.0,0,10,1132,4.7,False,True,False
